Name,Url,English Version,German Version,French Version,Italian Version,Spanish Version,Swedish Version,Portuguese Version,Hindi Version,Other Lang count
میریم مکیبا,https://ur.wikipedia.org/wiki/میریم_مکیبا,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,64
وراہمہیر,https://ur.wikipedia.org/wiki/وراہمہیر,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33
فواد شہاب,https://ur.wikipedia.org/wiki/فواد_شہاب,Yes,Yes,Yes,Yes,Yes,No,Yes,No,20
ابوالحسن شاذلی,https://ur.wikipedia.org/wiki/ابوالحسن_شاذلی,Yes,No,Yes,Yes,No,Yes,No,No,10
نیل کاج جرنی,https://ur.wikipedia.org/wiki/نیل_کاج_جرنی,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,41
آندرے اگاسی,https://ur.wikipedia.org/wiki/آندرے_اگاسی,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,77
حصہ بنت احمد السدیری,https://ur.wikipedia.org/wiki/حصہ_بنت_احمد_السدیری,Yes,Yes,Yes,Yes,No,Yes,No,No,11
محمد ہدایت اللہ,https://ur.wikipedia.org/wiki/محمد_ہدایت_اللہ,Yes,Yes,Yes,Yes,No,Yes,No,Yes,26
احمد داؤد اوغلو,https://ur.wikipedia.org/wiki/احمد_داؤد_اوغلو,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,60
محمد ناظم ندوی,https://ur.wikipedia.org/wiki/محمد_ناظم_ندوی,No,No,No,No,No,No,No,No,1
بوٹا پہلوان,https://ur.wikipedia.org/wiki/بوٹا_پہلوان,No,No,No,No,No,No,No,No,0
ابو نواس,https://ur.wikipedia.org/wiki/ابو_نواس,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,121
جیمز براڈووڈ لائل,https://ur.wikipedia.org/wiki/جیمز_براڈووڈ_لائل,Yes,No,No,No,No,No,No,No,2
سلیم بن قیس,https://ur.wikipedia.org/wiki/سلیم_بن_قیس,Yes,No,No,No,No,No,No,No,3
ملک غلام عباس,https://ur.wikipedia.org/wiki/ملک_غلام_عباس,Yes,No,No,No,No,No,No,No,1
فرانسسکو گویا,https://ur.wikipedia.org/wiki/فرانسسکو_گویا,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,140
کریسچن گولڈباچ,https://ur.wikipedia.org/wiki/کریسچن_گولڈباچ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,38
نائف بن عبدالعزیز آل سعود,https://ur.wikipedia.org/wiki/نائف_بن_عبدالعزیز_آل_سعود,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,28
ول ڈیورانٹ,https://ur.wikipedia.org/wiki/ول_ڈیورانٹ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,35
رفیق خاور,https://ur.wikipedia.org/wiki/رفیق_خاور,No,No,No,No,No,No,No,No,0
مرزا الغ طاہر,https://ur.wikipedia.org/wiki/مرزا_الغ_طاہر,Yes,No,No,No,No,No,No,No,1
جانی واکر، اداکار,https://ur.wikipedia.org/wiki/جانی_واکر،_اداکار,Yes,No,Yes,No,No,No,No,Yes,6
معمر قذافی,https://ur.wikipedia.org/wiki/معمر_قذافی,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,124
محمد علی خان زند,https://ur.wikipedia.org/wiki/محمد_علی_خان_زند,Yes,Yes,Yes,Yes,No,No,Yes,No,14
آدم یاشاری,https://ur.wikipedia.org/wiki/آدم_یاشاری,Yes,Yes,Yes,Yes,No,Yes,No,No,21
جیمز گیڈسڈن,https://ur.wikipedia.org/wiki/جیمز_گیڈسڈن,Yes,Yes,Yes,Yes,Yes,No,No,No,9
ناصر الدین محمود,https://ur.wikipedia.org/wiki/ناصر_الدین_محمود,Yes,No,Yes,No,No,No,No,No,13
جارج ششم,https://ur.wikipedia.org/wiki/جارج_ششم,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,90
مشعل بن عبد العزیز آل سعود,https://ur.wikipedia.org/wiki/مشعل_بن_عبد_العزیز_آل_سعود,Yes,Yes,Yes,Yes,No,No,No,No,11
کلوئی جونز,https://ur.wikipedia.org/wiki/کلوئی_جونز,Yes,Yes,Yes,Yes,Yes,No,Yes,No,15
عکرمہ بن ابوجہل,https://ur.wikipedia.org/wiki/عکرمہ_بن_ابوجہل,Yes,No,No,Yes,No,No,No,No,10
مدھو سودن داس,https://ur.wikipedia.org/wiki/مدھو_سودن_داس,Yes,No,No,No,Yes,No,No,Yes,5
آریانا جولی,https://ur.wikipedia.org/wiki/آریانا_جولی,Yes,Yes,Yes,Yes,Yes,No,Yes,No,17
جوان بینٹ,https://ur.wikipedia.org/wiki/جوان_بینٹ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,29
ڈیوڈ مارگولیوتھ,https://ur.wikipedia.org/wiki/ڈیوڈ_مارگولیوتھ,Yes,Yes,Yes,Yes,No,No,No,No,9
البرٹ اے مچلسن,https://ur.wikipedia.org/wiki/البرٹ_اے_مچلسن,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,83
مہتاب کور,https://ur.wikipedia.org/wiki/مہتاب_کور,Yes,No,No,No,No,No,No,No,2
دلدار علی نقوی,https://ur.wikipedia.org/wiki/دلدار_علی_نقوی,Yes,Yes,No,No,No,No,No,No,3
رحیمہ پریستو سلطان,https://ur.wikipedia.org/wiki/رحیمہ_پریستو_سلطان,Yes,No,No,No,No,Yes,No,No,9
نکولس بلومبرن,https://ur.wikipedia.org/wiki/نکولس_بلومبرن,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,60
سید احمد بریلوی,https://ur.wikipedia.org/wiki/سید_احمد_بریلوی,Yes,No,No,No,No,No,No,No,7
جانباز,https://ur.wikipedia.org/wiki/جانباز,No,No,No,No,No,No,No,No,0
گولر ٹیل بچر,https://ur.wikipedia.org/wiki/گولر_ٹیل_بچر,Yes,Yes,No,No,No,No,No,No,2
جان ایڈم (منتظم),https://ur.wikipedia.org/wiki/جان_ایڈم_(منتظم),Yes,Yes,No,No,Yes,Yes,No,No,5
افسر منہاس,https://ur.wikipedia.org/wiki/افسر_منہاس,No,No,No,No,No,No,No,No,0
معاذ الکسابہ,https://ur.wikipedia.org/wiki/معاذ_الکسابہ,Yes,Yes,Yes,Yes,Yes,Yes,No,No,21
فرانسس پیٹر روس,https://ur.wikipedia.org/wiki/فرانسس_پیٹر_روس,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,41
استاد بڑے فتح علی خان,https://ur.wikipedia.org/wiki/استاد_بڑے_فتح_علی_خان,Yes,No,No,No,No,No,No,No,5
موسیٰ بن نصیر,https://ur.wikipedia.org/wiki/موسیٰ_بن_نصیر,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,27
فرخ فتح علی خان,https://ur.wikipedia.org/wiki/فرخ_فتح_علی_خان,Yes,No,No,No,No,No,No,No,2
فرمان فتح پوری,https://ur.wikipedia.org/wiki/فرمان_فتح_پوری,Yes,No,No,No,No,No,No,No,2
جان باردین,https://ur.wikipedia.org/wiki/جان_باردین,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,77
دیون ورما,https://ur.wikipedia.org/wiki/دیون_ورما,Yes,No,Yes,No,No,No,No,Yes,9
ارشاد حسن خان,https://ur.wikipedia.org/wiki/ارشاد_حسن_خان,Yes,No,No,No,No,No,No,No,1
رچرڈ سمالی,https://ur.wikipedia.org/wiki/رچرڈ_سمالی,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,42
احمد بشیر,https://ur.wikipedia.org/wiki/احمد_بشیر,Yes,No,No,No,No,No,No,No,1
الیگزینڈرا پال,https://ur.wikipedia.org/wiki/الیگزینڈرا_پال,Yes,Yes,Yes,Yes,Yes,No,No,No,19
جان بیست و سوم,https://ur.wikipedia.org/wiki/جان_بیست_و_سوم,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,101
گرو امر داس,https://ur.wikipedia.org/wiki/گرو_امر_داس,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,23
آندرے سخاروف,https://ur.wikipedia.org/wiki/آندرے_سخاروف,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,82
بانو قدسیہ,https://ur.wikipedia.org/wiki/بانو_قدسیہ,Yes,No,No,No,No,No,No,No,9
جے این دیکشت,https://ur.wikipedia.org/wiki/جے_این_دیکشت,Yes,Yes,No,No,No,Yes,No,Yes,8
زین العابدین,https://ur.wikipedia.org/wiki/زین_العابدین,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,35
نروپا رائے,https://ur.wikipedia.org/wiki/نروپا_رائے,Yes,No,No,No,No,No,No,Yes,10
حمزہ حکیم زادہ نیازی,https://ur.wikipedia.org/wiki/حمزہ_حکیم_زادہ_نیازی,Yes,Yes,Yes,Yes,Yes,No,No,No,21
عدی بن مسافر,https://ur.wikipedia.org/wiki/عدی_بن_مسافر,Yes,Yes,No,Yes,Yes,No,No,No,17
تیمور خان,https://ur.wikipedia.org/wiki/تیمور_خان,Yes,Yes,Yes,Yes,Yes,Yes,No,No,39
مشتاق قادری,https://ur.wikipedia.org/wiki/مشتاق_قادری,Yes,No,No,No,No,No,No,No,1
رکن الدین فیروز,https://ur.wikipedia.org/wiki/رکن_الدین_فیروز,Yes,No,Yes,No,No,Yes,No,Yes,13
شاہ نعیم اللہ بہرائچی,https://ur.wikipedia.org/wiki/شاہ_نعیم_اللہ_بہرائچی,No,No,No,No,No,No,No,No,0
پریم دھون,https://ur.wikipedia.org/wiki/پریم_دھون,Yes,No,No,No,No,No,No,Yes,4
محمد بن یزداد,https://ur.wikipedia.org/wiki/محمد_بن_یزداد,No,No,No,No,No,No,No,No,0
گرش چندر سین,https://ur.wikipedia.org/wiki/گرش_چندر_سین,Yes,No,No,No,No,No,No,No,2
عبد الغفور عرف حضرت سوات,https://ur.wikipedia.org/wiki/عبد_الغفور_عرف_حضرت_سوات,Yes,No,No,No,No,No,No,No,1
غازی اللہ دتہ,https://ur.wikipedia.org/wiki/غازی_اللہ_دتہ,No,No,No,No,No,No,No,No,0
شیخ مفید,https://ur.wikipedia.org/wiki/شیخ_مفید,Yes,Yes,Yes,Yes,No,No,No,No,12
ابن حاجب,https://ur.wikipedia.org/wiki/ابن_حاجب,No,No,No,No,No,No,No,No,5
مرتوری,https://ur.wikipedia.org/wiki/مرتوری,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,18
برتھا بنز,https://ur.wikipedia.org/wiki/برتھا_بنز,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,30
یاس یگانہ چنگیزی,https://ur.wikipedia.org/wiki/یاس_یگانہ_چنگیزی,Yes,No,No,No,No,No,No,No,1
پولس,https://ur.wikipedia.org/wiki/پولس,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,127
نرگس دت,https://ur.wikipedia.org/wiki/نرگس_دت,Yes,Yes,Yes,Yes,Yes,No,No,Yes,37
ڈگلس ایڈمس,https://ur.wikipedia.org/wiki/ڈگلس_ایڈمس,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,78
ہذلول بن عبدالعزیز آل سعود,https://ur.wikipedia.org/wiki/ہذلول_بن_عبدالعزیز_آل_سعود,Yes,No,No,Yes,No,No,No,No,4
جگجیت سنگھ اروڑا,https://ur.wikipedia.org/wiki/جگجیت_سنگھ_اروڑا,Yes,Yes,No,No,No,No,No,Yes,8
میکس وون لیو,https://ur.wikipedia.org/wiki/میکس_وون_لیو,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,72
این، ملکہ برطانیہ عظمی,https://ur.wikipedia.org/wiki/این،_ملکہ_برطانیہ_عظمی,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,74
الیخاندرو گونسالیس اناریتو,https://ur.wikipedia.org/wiki/الیخاندرو_گونسالیس_اناریتو,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,60
سجاد حیدر یلدرم,https://ur.wikipedia.org/wiki/سجاد_حیدر_یلدرم,Yes,No,No,No,No,No,No,No,1
رگھوناتھ راؤ,https://ur.wikipedia.org/wiki/رگھوناتھ_راؤ,Yes,No,Yes,No,No,No,No,Yes,9
جارج دی ہیوسی,https://ur.wikipedia.org/wiki/جارج_دی_ہیوسی,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,50
ہاروسلاف سیفرٹ,https://ur.wikipedia.org/wiki/ہاروسلاف_سیفرٹ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,71
کوریزون اکینو,https://ur.wikipedia.org/wiki/کوریزون_اکینو,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,93
عثمان بن عفان,https://ur.wikipedia.org/wiki/عثمان_بن_عفان,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,85
باقی صدیقی,https://ur.wikipedia.org/wiki/باقی_صدیقی,No,No,No,No,No,No,No,No,0
حسین بن علی الترکی,https://ur.wikipedia.org/wiki/حسین_بن_علی_الترکی,Yes,Yes,Yes,Yes,Yes,No,Yes,No,10
وجے آنند,https://ur.wikipedia.org/wiki/وجے_آنند,Yes,Yes,Yes,No,No,No,No,Yes,6
ملا پائندہ,https://ur.wikipedia.org/wiki/ملا_پائندہ,Yes,No,No,No,No,No,No,No,1
عبد اللہ بن عبد العزیز بن مساعد آل سعود,https://ur.wikipedia.org/wiki/عبد_اللہ_بن_عبد_العزیز_بن_مساعد_آل_سعود,Yes,No,No,Yes,No,No,No,No,3
سعود بن عبد العزیز بن محمد بن سعود,https://ur.wikipedia.org/wiki/سعود_بن_عبد_العزیز_بن_محمد_بن_سعود,Yes,Yes,No,Yes,No,No,No,No,6
کلجیت رندھاوا,https://ur.wikipedia.org/wiki/کلجیت_رندھاوا,Yes,Yes,No,No,No,No,No,No,4
ژان بپتست دبریت,https://ur.wikipedia.org/wiki/ژان_بپتست_دبریت,Yes,Yes,Yes,Yes,Yes,No,Yes,No,13
بدرالدین سلامش,https://ur.wikipedia.org/wiki/بدرالدین_سلامش,Yes,Yes,Yes,Yes,Yes,No,Yes,No,19
سروپلی رادھا کرشنن,https://ur.wikipedia.org/wiki/سروپلی_رادھا_کرشنن,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,62
جیولیوس ایکزل روڈ,https://ur.wikipedia.org/wiki/جیولیوس_ایکزل_روڈ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,44
آدھونہ اختر,https://ur.wikipedia.org/wiki/آدھونہ_اختر,Yes,No,No,No,No,No,No,Yes,2
شاہ نواز بھٹو,https://ur.wikipedia.org/wiki/شاہ_نواز_بھٹو,Yes,No,Yes,No,No,No,No,No,5
محمد صدیق,https://ur.wikipedia.org/wiki/محمد_صدیق,No,No,No,No,No,No,No,No,0
احفاظ الرحمان,https://ur.wikipedia.org/wiki/احفاظ_الرحمان,Yes,No,No,No,No,No,No,No,3
احمد علی بٹ,https://ur.wikipedia.org/wiki/احمد_علی_بٹ,Yes,No,No,No,No,No,No,No,1
یحییٰ خان,https://ur.wikipedia.org/wiki/یحییٰ_خان,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,38
کلیم عثمانی,https://ur.wikipedia.org/wiki/کلیم_عثمانی,No,No,No,No,No,No,No,No,0
کیتھرین کورنارو,https://ur.wikipedia.org/wiki/کیتھرین_کورنارو,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,32
ارجمند رحیم,https://ur.wikipedia.org/wiki/ارجمند_رحیم,Yes,No,No,No,No,No,No,No,3
مرزا سلامت علی دبیر,https://ur.wikipedia.org/wiki/مرزا_سلامت_علی_دبیر,Yes,No,No,No,No,No,No,Yes,6
سامی (شاعر),https://ur.wikipedia.org/wiki/سامی_(شاعر),Yes,No,No,No,No,No,No,No,2
آریہ بھٹ,https://ur.wikipedia.org/wiki/آریہ_بھٹ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,78
محمد حیات خان (آزاد کشمیری سیاست دان),https://ur.wikipedia.org/wiki/محمد_حیات_خان_(آزاد_کشمیری_سیاست_دان),Yes,No,No,No,No,No,No,No,1
پیٹرونا خلیل,https://ur.wikipedia.org/wiki/پیٹرونا_خلیل,Yes,No,Yes,Yes,Yes,No,No,No,15
جان نکلسن,https://ur.wikipedia.org/wiki/جان_نکلسن,Yes,Yes,No,No,No,No,No,No,7
معاویہ بن یزید,https://ur.wikipedia.org/wiki/معاویہ_بن_یزید,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,39
جرمانس اول قسطنطنی,https://ur.wikipedia.org/wiki/جرمانس_اول_قسطنطنی,Yes,Yes,Yes,Yes,Yes,No,Yes,No,19
خدیجہ سلطان (دختر سلیم اول),https://ur.wikipedia.org/wiki/خدیجہ_سلطان_(دختر_سلیم_اول),Yes,Yes,Yes,No,Yes,No,No,No,26
بی بیناڈیریٹ,https://ur.wikipedia.org/wiki/بی_بیناڈیریٹ,Yes,No,Yes,No,Yes,Yes,Yes,No,13
مدحت پاشا,https://ur.wikipedia.org/wiki/مدحت_پاشا,Yes,Yes,Yes,No,No,Yes,No,No,22
عبد الرحمان خان (آزاد کشمیری سیاست دان),https://ur.wikipedia.org/wiki/عبد_الرحمان_خان_(آزاد_کشمیری_سیاست_دان),Yes,No,No,No,No,No,No,No,1
جیولس بورڈٹ,https://ur.wikipedia.org/wiki/جیولس_بورڈٹ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,51
جان بیئر,https://ur.wikipedia.org/wiki/جان_بیئر,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,67
قسطنطین اعظم,https://ur.wikipedia.org/wiki/قسطنطین_اعظم,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,116
سر جان شور,https://ur.wikipedia.org/wiki/سر_جان_شور,Yes,Yes,No,No,Yes,Yes,No,No,8
دودی الفاید,https://ur.wikipedia.org/wiki/دودی_الفاید,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,26
ووڈرو ولسن,https://ur.wikipedia.org/wiki/ووڈرو_ولسن,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,123
راجش پائلٹ,https://ur.wikipedia.org/wiki/راجش_پائلٹ,Yes,No,No,No,No,No,No,Yes,4
آغا جانی کشمیری,https://ur.wikipedia.org/wiki/آغا_جانی_کشمیری,Yes,No,No,No,No,No,No,No,1
مارلن برانڈو,https://ur.wikipedia.org/wiki/مارلن_برانڈو,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,127
ہاجرہ مسرور,https://ur.wikipedia.org/wiki/ہاجرہ_مسرور,Yes,No,No,No,Yes,No,No,No,3
آفاق صدیقی,https://ur.wikipedia.org/wiki/آفاق_صدیقی,No,No,No,No,No,No,No,No,1
شیخ انوار الحق,https://ur.wikipedia.org/wiki/شیخ_انوار_الحق,Yes,No,No,No,No,No,No,Yes,2
اشرف صبوحی,https://ur.wikipedia.org/wiki/اشرف_صبوحی,No,No,No,No,No,No,No,No,0
گرو رام داس,https://ur.wikipedia.org/wiki/گرو_رام_داس,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,28
ارشد پرویز,https://ur.wikipedia.org/wiki/ارشد_پرویز,Yes,No,No,No,No,No,No,No,2
فلپ خوری حتی,https://ur.wikipedia.org/wiki/فلپ_خوری_حتی,Yes,Yes,Yes,Yes,No,No,No,No,13
ولیم اول، جرمن شہنشاہ,https://ur.wikipedia.org/wiki/ولیم_اول،_جرمن_شہنشاہ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,72
ہنری وے کینڈل,https://ur.wikipedia.org/wiki/ہنری_وے_کینڈل,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,44
یحییٰ بن اکثم,https://ur.wikipedia.org/wiki/یحییٰ_بن_اکثم,Yes,No,No,No,No,No,No,No,2
ولیئم ٹریور,https://ur.wikipedia.org/wiki/ولیئم_ٹریور,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,19
والٹر روڈلف ہیس,https://ur.wikipedia.org/wiki/والٹر_روڈلف_ہیس,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,42
محمد اسحاق بھٹی,https://ur.wikipedia.org/wiki/محمد_اسحاق_بھٹی,No,No,No,No,No,No,No,No,1
احمد سعید کاظمی,https://ur.wikipedia.org/wiki/احمد_سعید_کاظمی,Yes,No,No,No,No,No,No,No,2
منیر حسین,https://ur.wikipedia.org/wiki/منیر_حسین,Yes,No,No,No,Yes,No,No,No,4
خورشید عالم خورشید رقم,https://ur.wikipedia.org/wiki/خورشید_عالم_خورشید_رقم,No,No,No,No,No,No,No,No,0
مارچ 2018ء میں وفیات,https://ur.wikipedia.org/wiki/مارچ_2018ء_میں_وفیات,Yes,Yes,Yes,No,Yes,No,Yes,No,14
مشتاق احمد يوسفی,https://ur.wikipedia.org/wiki/مشتاق_احمد_يوسفی,Yes,No,No,No,No,No,No,Yes,5
الف وون ایولر,https://ur.wikipedia.org/wiki/الف_وون_ایولر,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,41
رشید احمد گنگوہی,https://ur.wikipedia.org/wiki/رشید_احمد_گنگوہی,Yes,Yes,No,No,No,No,No,No,6
قمر اجنالوی,https://ur.wikipedia.org/wiki/قمر_اجنالوی,Yes,No,No,No,No,No,No,No,1
راؤ محمد افضل خاں,https://ur.wikipedia.org/wiki/راؤ_محمد_افضل_خاں,Yes,No,No,No,No,No,No,No,1
راجر مور,https://ur.wikipedia.org/wiki/راجر_مور,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,78
ایڈی ایڈمز,https://ur.wikipedia.org/wiki/ایڈی_ایڈمز,Yes,Yes,Yes,Yes,Yes,Yes,No,No,18
کورنیس,https://ur.wikipedia.org/wiki/کورنیس,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,24
حکیم محمد اظہر وارثی,https://ur.wikipedia.org/wiki/حکیم_محمد_اظہر_وارثی,No,No,No,No,No,No,No,No,0
مدیحہ گوہر,https://ur.wikipedia.org/wiki/مدیحہ_گوہر,Yes,No,No,No,No,No,No,Yes,5
آغا خان دوم,https://ur.wikipedia.org/wiki/آغا_خان_دوم,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,16
ہنری دوم شاہ انگلستان,https://ur.wikipedia.org/wiki/ہنری_دوم_شاہ_انگلستان,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,69
شاہد اعظمی,https://ur.wikipedia.org/wiki/شاہد_اعظمی,Yes,No,No,No,No,No,No,No,5
نجم الحسن کراروی,https://ur.wikipedia.org/wiki/نجم_الحسن_کراروی,No,No,No,No,No,No,No,No,0
اشوتوش رانا,https://ur.wikipedia.org/wiki/اشوتوش_رانا,Yes,No,No,No,No,No,No,Yes,9
میری اینڈرسن (اداکارہ),https://ur.wikipedia.org/wiki/میری_اینڈرسن_(اداکارہ),Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,16
ہربرٹ سی براون,https://ur.wikipedia.org/wiki/ہربرٹ_سی_براون,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,45
طلعت محمود,https://ur.wikipedia.org/wiki/طلعت_محمود,Yes,No,No,No,No,No,No,Yes,8
جون ہارسانئے,https://ur.wikipedia.org/wiki/جون_ہارسانئے,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,40
ویویک اگروال,https://ur.wikipedia.org/wiki/ویویک_اگروال,Yes,No,No,No,No,No,No,No,1
رابرٹ بلوک,https://ur.wikipedia.org/wiki/رابرٹ_بلوک,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,28
اسٹینلی وولپرٹ,https://ur.wikipedia.org/wiki/اسٹینلی_وولپرٹ,Yes,No,Yes,No,No,No,No,No,4
ابو سالم,https://ur.wikipedia.org/wiki/ابو_سالم,Yes,No,No,No,No,No,No,Yes,3
برناڈو ہاوسے,https://ur.wikipedia.org/wiki/برناڈو_ہاوسے,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,51
خداداد خان,https://ur.wikipedia.org/wiki/خداداد_خان,Yes,No,No,No,No,No,No,No,4
رفیق حسین,https://ur.wikipedia.org/wiki/رفیق_حسین,No,No,No,No,No,No,No,No,0
پولی کارپ کوشچ,https://ur.wikipedia.org/wiki/پولی_کارپ_کوشچ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,51
اکنینی ناگیشور راؤ,https://ur.wikipedia.org/wiki/اکنینی_ناگیشور_راؤ,Yes,Yes,No,No,Yes,No,No,Yes,16
ہانز فان,https://ur.wikipedia.org/wiki/ہانز_فان,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,48
فرانکو موڈگ لیامی,https://ur.wikipedia.org/wiki/فرانکو_موڈگ_لیامی,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,48
فریدا کاہلو,https://ur.wikipedia.org/wiki/فریدا_کاہلو,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,138
جانا بائی,https://ur.wikipedia.org/wiki/جانا_بائی,Yes,No,No,No,No,No,No,Yes,4
نٹ ہمسن,https://ur.wikipedia.org/wiki/نٹ_ہمسن,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,91
معین الدین احمد قریشی,https://ur.wikipedia.org/wiki/معین_الدین_احمد_قریشی,Yes,No,Yes,No,No,No,No,Yes,11
کرار نوری,https://ur.wikipedia.org/wiki/کرار_نوری,No,No,No,No,No,No,No,No,0
فارغ بخاری,https://ur.wikipedia.org/wiki/فارغ_بخاری,No,No,No,No,No,No,No,No,0
آریوس,https://ur.wikipedia.org/wiki/آریوس,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,57
ہانز فشر,https://ur.wikipedia.org/wiki/ہانز_فشر,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,50
پیئرے لیمینٹ,https://ur.wikipedia.org/wiki/پیئرے_لیمینٹ,Yes,Yes,Yes,No,Yes,No,Yes,No,8
